job_title,experience_level,industry,city,salary_median_gbp
Civil Engineer,Entry,Manufacturing,Negombo,3089
Sales Executive,Senior,Education,Kurunegala,6696
Project Manager,Entry,Telecoms,Kandy,5306
Nurse,Senior,Healthcare,Trincomalee,9397
Data Scientist,Mid,Healthcare,Colombo,15638
Data Scientist,Senior,Logistics,Galle,9470
Software Engineer,Entry,Healthcare,Negombo,5993
Software Engineer,Mid,IT,Ratnapura,15649
HR Specialist,Senior,Manufacturing,Batticaloa,6783
Marketing Manager,Mid,Government,Ratnapura,6283
Civil Engineer,Mid,Construction,Trincomalee,4009
Software Engineer,Entry,Finance,Anuradhapura,7772
Civil Engineer,Senior,IT,Ratnapura,20277
HR Specialist,Senior,Logistics,Colombo,8470
Nurse,Mid,Finance,Kandy,8347
Civil Engineer,Senior,IT,Batticaloa,16288
Sales Executive,Entry,Telecoms,Ratnapura,5081
Software Engineer,Senior,Tourism,Batticaloa,9342
Sales Executive,Senior,Tourism,Batticaloa,5495
Nurse,Senior,Manufacturing,Anuradhapura,4579
Project Manager,Senior,Education,Anuradhapura,8763
Project Manager,Senior,Manufacturing,Kandy,7070
Civil Engineer,Senior,Manufacturing,Galle,4964
Nurse,Entry,Construction,Negombo,2500
Project Manager,Entry,Construction,Ratnapura,3186
Civil Engineer,Mid,Logistics,Ratnapura,3180
Civil Engineer,Mid,Manufacturing,Batticaloa,5023
Civil Engineer,Mid,Healthcare,Kandy,8544
Marketing Manager,Senior,Agriculture,Kandy,4989
Pharmacist,Senior,IT,Ratnapura,19977
Sales Executive,Mid,Construction,Kandy,4668
Civil Engineer,Entry,Telecoms,Matara,5577
Civil Engineer,Senior,Education,Batticaloa,9168
Marketing Manager,Senior,Education,Ratnapura,9473
Nurse,Mid,Finance,Ratnapura,7047
Sales Executive,Senior,Logistics,Kandy,5995
Nurse,Senior,Agriculture,Anuradhapura,2915
Customer Support,Senior,Healthcare,Matara,7199
Accountant,Mid,Tourism,Trincomalee,3810
HR Specialist,Mid,Finance,Ratnapura,10461
Pharmacist,Senior,Finance,Kandy,16311
Project Manager,Entry,Tourism,Negombo,2741
Data Scientist,Senior,Agriculture,Trincomalee,5238
Teacher,Senior,Retail,Matara,5656
Nurse,Senior,Manufacturing,Jaffna,5385
Marketing Manager,Senior,Education,Kurunegala,8547
Customer Support,Senior,Government,Galle,4159
Customer Support,Senior,Telecoms,Polonnaruwa,7521
Project Manager,Senior,Logistics,Ratnapura,6014
Marketing Manager,Senior,Construction,Anuradhapura,8465
Civil Engineer,Mid,IT,Anuradhapura,11955
Software Engineer,Mid,Construction,Colombo,4851
Accountant,Mid,Healthcare,Trincomalee,8090
Nurse,Senior,Tourism,Galle,3957
Project Manager,Entry,IT,Matara,8362
Customer Support,Senior,Logistics,Polonnaruwa,3732
Pharmacist,Entry,IT,Galle,7941
HR Specialist,Mid,Government,Kandy,5555
HR Specialist,Mid,Education,Kandy,4776
Sales Executive,Entry,Education,Jaffna,3201
Accountant,Senior,Finance,Polonnaruwa,12223
Civil Engineer,Entry,Healthcare,Kandy,7894
Customer Support,Mid,Education,Ratnapura,3253
Data Scientist,Senior,IT,Ratnapura,26385
HR Specialist,Entry,IT,Polonnaruwa,8052
Data Scientist,Senior,Finance,Jaffna,26275
Software Engineer,Entry,IT,Negombo,10752
Marketing Manager,Entry,Finance,Jaffna,7434
Accountant,Senior,Healthcare,Anuradhapura,13345
Sales Executive,Entry,Education,Trincomalee,3282
Data Scientist,Entry,Retail,Matara,2936
Project Manager,Senior,Telecoms,Galle,10980
Software Engineer,Senior,Agriculture,Kandy,5528
Civil Engineer,Entry,Agriculture,Kurunegala,2500
Customer Support,Mid,Healthcare,Colombo,5231
Nurse,Mid,Government,Galle,3672
Teacher,Senior,Education,Matara,7587
Project Manager,Mid,Government,Negombo,4389
Nurse,Mid,Government,Anuradhapura,3432
Data Scientist,Mid,Construction,Jaffna,5519
Marketing Manager,Entry,Retail,Kandy,2752
Project Manager,Entry,Finance,Anuradhapura,6138
Customer Support,Mid,Finance,Kurunegala,6275
Software Engineer,Senior,Logistics,Batticaloa,8615
Marketing Manager,Senior,IT,Galle,18273
HR Specialist,Senior,Tourism,Kandy,6039
Accountant,Entry,IT,Trincomalee,6245
Project Manager,Mid,Telecoms,Ratnapura,9085
Civil Engineer,Senior,Retail,Batticaloa,5381
Civil Engineer,Mid,Agriculture,Kandy,2531
Civil Engineer,Senior,Education,Polonnaruwa,8032
Civil Engineer,Senior,Telecoms,Kurunegala,13779
Software Engineer,Senior,Government,Kandy,10227
Accountant,Entry,Manufacturing,Negombo,2942
Pharmacist,Mid,IT,Jaffna,13245
Nurse,Mid,Retail,Anuradhapura,2766
HR Specialist,Mid,Manufacturing,Polonnaruwa,4628
Civil Engineer,Mid,Finance,Batticaloa,9029
Pharmacist,Senior,Government,Colombo,7512
Pharmacist,Mid,Retail,Ratnapura,3658
Marketing Manager,Entry,Retail,Ratnapura,2792
Customer Support,Senior,Construction,Ratnapura,4490
Data Scientist,Senior,Manufacturing,Kurunegala,9973
Pharmacist,Senior,IT,Polonnaruwa,19610
Pharmacist,Senior,Tourism,Batticaloa,5970
Civil Engineer,Mid,Healthcare,Kurunegala,9172
Teacher,Senior,Education,Galle,7027
Project Manager,Entry,Government,Colombo,3076
Sales Executive,Mid,Construction,Batticaloa,3836
Data Scientist,Senior,Tourism,Negombo,8428
Data Scientist,Senior,Education,Galle,13033
Software Engineer,Mid,Construction,Anuradhapura,5729
Pharmacist,Senior,Retail,Polonnaruwa,5090
Data Scientist,Entry,Telecoms,Polonnaruwa,10086
Sales Executive,Mid,Tourism,Matara,4166
Accountant,Mid,Manufacturing,Negombo,4417
Teacher,Senior,Logistics,Trincomalee,6112
Accountant,Senior,Retail,Matara,4826
Project Manager,Mid,Healthcare,Negombo,9755
Data Scientist,Entry,Logistics,Anuradhapura,3285
Project Manager,Mid,Government,Colombo,4908
Teacher,Mid,Education,Kandy,4773
Nurse,Mid,Retail,Trincomalee,2500
Software Engineer,Senior,Government,Anuradhapura,10928
Nurse,Entry,IT,Ratnapura,4460
Nurse,Mid,Telecoms,Kandy,6018
Marketing Manager,Entry,Construction,Ratnapura,3301
Software Engineer,Mid,Finance,Galle,13204
HR Specialist,Senior,IT,Negombo,21720
Accountant,Entry,Construction,Colombo,2649
Pharmacist,Mid,Government,Anuradhapura,6024
Customer Support,Entry,Education,Negombo,2500
Software Engineer,Mid,Logistics,Anuradhapura,4941
Data Scientist,Senior,Logistics,Anuradhapura,10739
Teacher,Entry,Education,Jaffna,2500
Nurse,Senior,Telecoms,Matara,11071
Software Engineer,Senior,Finance,Negombo,23322
Teacher,Senior,IT,Anuradhapura,12280
HR Specialist,Mid,Manufacturing,Batticaloa,4542
Customer Support,Entry,Logistics,Matara,2500
HR Specialist,Mid,Education,Kandy,4599
Pharmacist,Mid,Agriculture,Batticaloa,2985
Accountant,Mid,Tourism,Jaffna,4043
Sales Executive,Senior,Tourism,Batticaloa,6409
Marketing Manager,Mid,Construction,Trincomalee,4627
Customer Support,Entry,Telecoms,Anuradhapura,3688
Civil Engineer,Mid,Logistics,Polonnaruwa,4261
Data Scientist,Mid,Logistics,Ratnapura,6784
Sales Executive,Entry,Retail,Ratnapura,2620
Data Scientist,Senior,Logistics,Kandy,8687
Civil Engineer,Mid,Finance,Matara,10885
Civil Engineer,Senior,Agriculture,Polonnaruwa,3459
HR Specialist,Mid,IT,Kurunegala,12604
Marketing Manager,Entry,Logistics,Trincomalee,3453
Accountant,Mid,Manufacturing,Kandy,3851
Teacher,Senior,Logistics,Trincomalee,5149
Data Scientist,Mid,Telecoms,Anuradhapura,12953
Accountant,Entry,IT,Negombo,8284
Customer Support,Senior,Telecoms,Anuradhapura,10084
Software Engineer,Entry,Agriculture,Negombo,2500
Accountant,Entry,Manufacturing,Ratnapura,3072
Software Engineer,Entry,Tourism,Ratnapura,3684
Project Manager,Senior,Government,Galle,9013
Customer Support,Senior,IT,Anuradhapura,9577
Teacher,Entry,Finance,Trincomalee,4330
Nurse,Entry,Telecoms,Batticaloa,4296
HR Specialist,Mid,IT,Polonnaruwa,11197
Marketing Manager,Senior,Education,Negombo,7776
Data Scientist,Mid,Tourism,Kandy,5983
Teacher,Senior,Manufacturing,Ratnapura,7035
Marketing Manager,Mid,Retail,Galle,2784
Teacher,Mid,Government,Negombo,4246
Data Scientist,Mid,Construction,Ratnapura,6033
Teacher,Mid,Logistics,Kandy,2785
Teacher,Entry,Telecoms,Matara,5008
Nurse,Mid,Government,Ratnapura,3708
Civil Engineer,Entry,Education,Colombo,3758
Accountant,Senior,Retail,Colombo,5438
Customer Support,Senior,Education,Negombo,4677
Sales Executive,Senior,Finance,Matara,16391
Project Manager,Senior,Construction,Matara,7029
Marketing Manager,Entry,Construction,Kurunegala,3315
Nurse,Senior,Agriculture,Colombo,3214
Marketing Manager,Mid,Logistics,Kurunegala,3915
Pharmacist,Mid,Logistics,Trincomalee,3778
Customer Support,Mid,Telecoms,Galle,5160
Teacher,Senior,Agriculture,Trincomalee,3954
Customer Support,Mid,Telecoms,Anuradhapura,5564
Data Scientist,Entry,Retail,Anuradhapura,3547
Pharmacist,Senior,Tourism,Kurunegala,6190
Civil Engineer,Mid,Tourism,Trincomalee,4399
HR Specialist,Senior,Education,Polonnaruwa,9452
Teacher,Senior,Telecoms,Colombo,12343
Marketing Manager,Senior,Telecoms,Batticaloa,17326
Nurse,Senior,Telecoms,Ratnapura,11196
Accountant,Entry,Construction,Matara,2754
Pharmacist,Mid,Education,Kurunegala,4508
Project Manager,Senior,Education,Kandy,10721
Customer Support,Mid,Healthcare,Kurunegala,5867
HR Specialist,Mid,Finance,Colombo,7877
Sales Executive,Entry,Retail,Batticaloa,2533
Software Engineer,Entry,Government,Ratnapura,5491
Project Manager,Mid,Education,Jaffna,5339
Civil Engineer,Entry,IT,Negombo,7338
Project Manager,Mid,Logistics,Trincomalee,3543
Nurse,Mid,Telecoms,Batticaloa,5545
Teacher,Entry,Manufacturing,Trincomalee,2640
Sales Executive,Entry,Construction,Kandy,3194
Marketing Manager,Mid,Healthcare,Kandy,8724
Customer Support,Mid,IT,Matara,5718
Nurse,Senior,Finance,Polonnaruwa,9471
Customer Support,Entry,Telecoms,Anuradhapura,2799
Customer Support,Mid,Logistics,Colombo,2921
Data Scientist,Entry,Telecoms,Kurunegala,8603
HR Specialist,Senior,Manufacturing,Polonnaruwa,7276
Marketing Manager,Senior,Healthcare,Kandy,15274
Civil Engineer,Entry,Manufacturing,Batticaloa,2719
Accountant,Mid,Construction,Matara,4303
Civil Engineer,Senior,Finance,Anuradhapura,17665
Software Engineer,Entry,Manufacturing,Galle,4391
Data Scientist,Senior,IT,Ratnapura,25853
Software Engineer,Mid,IT,Ratnapura,18193
Nurse,Senior,Agriculture,Polonnaruwa,3282
Software Engineer,Entry,Construction,Kurunegala,4542
Software Engineer,Senior,Tourism,Kurunegala,8201
Pharmacist,Mid,Construction,Anuradhapura,4566
Marketing Manager,Mid,Manufacturing,Kurunegala,3695
Data Scientist,Mid,Healthcare,Kurunegala,10857
Sales Executive,Senior,Government,Galle,6434
Software Engineer,Senior,Logistics,Polonnaruwa,8176
Project Manager,Senior,Construction,Polonnaruwa,8328
Nurse,Senior,Construction,Jaffna,5393
Project Manager,Entry,Retail,Colombo,2600
Accountant,Mid,Tourism,Colombo,4177
Pharmacist,Entry,Tourism,Negombo,2585
Teacher,Senior,Finance,Batticaloa,12768
Software Engineer,Entry,IT,Polonnaruwa,9869
Pharmacist,Senior,Education,Polonnaruwa,6980
Project Manager,Entry,Education,Galle,4038
Civil Engineer,Senior,Education,Batticaloa,8071
Software Engineer,Mid,Government,Kandy,4189
HR Specialist,Mid,Government,Negombo,6018
Customer Support,Senior,Education,Colombo,4762
Civil Engineer,Senior,Telecoms,Polonnaruwa,13584
Accountant,Senior,Retail,Ratnapura,5822
Pharmacist,Mid,Finance,Galle,10046
Pharmacist,Entry,Agriculture,Negombo,2500
Project Manager,Entry,Construction,Kandy,2633
Teacher,Mid,Finance,Kandy,5870
Accountant,Mid,Healthcare,Galle,7319
Project Manager,Mid,Construction,Matara,4265
Customer Support,Senior,Construction,Jaffna,4300
Project Manager,Mid,Retail,Negombo,3268
Civil Engineer,Entry,IT,Polonnaruwa,8459
Customer Support,Senior,Manufacturing,Trincomalee,3959
Software Engineer,Senior,Education,Ratnapura,12651
Marketing Manager,Mid,Telecoms,Trincomalee,10229
Project Manager,Entry,Telecoms,Matara,6021
Marketing Manager,Senior,Telecoms,Anuradhapura,13451
Data Scientist,Mid,IT,Ratnapura,13551
Software Engineer,Mid,Construction,Matara,6614
Accountant,Senior,Tourism,Trincomalee,6664
Pharmacist,Entry,Education,Ratnapura,4328
Accountant,Senior,Retail,Polonnaruwa,5622
Civil Engineer,Mid,Telecoms,Polonnaruwa,9609
HR Specialist,Senior,Retail,Trincomalee,6462
Civil Engineer,Mid,Agriculture,Colombo,2500
Teacher,Mid,Telecoms,Batticaloa,7720
Software Engineer,Mid,Logistics,Kandy,4567
Teacher,Mid,IT,Negombo,6915
Sales Executive,Entry,Construction,Colombo,3653
Pharmacist,Entry,Tourism,Anuradhapura,3041
Marketing Manager,Entry,Manufacturing,Jaffna,3256
Software Engineer,Senior,Agriculture,Matara,6218
Sales Executive,Entry,Finance,Anuradhapura,7372
Software Engineer,Entry,Finance,Polonnaruwa,8029
Sales Executive,Senior,Healthcare,Kurunegala,14414
Teacher,Mid,Telecoms,Jaffna,7320
Teacher,Mid,IT,Galle,9370
Accountant,Entry,Construction,Trincomalee,2759
Accountant,Senior,IT,Trincomalee,19920
Customer Support,Entry,Finance,Polonnaruwa,5099
Nurse,Mid,IT,Matara,7170
Sales Executive,Senior,Telecoms,Negombo,12602
Civil Engineer,Mid,IT,Colombo,12273
Software Engineer,Senior,Construction,Galle,9182
Pharmacist,Entry,Telecoms,Galle,6592
Teacher,Entry,Construction,Jaffna,2689
Software Engineer,Senior,Education,Colombo,14247
Sales Executive,Entry,Education,Trincomalee,3430
Marketing Manager,Senior,Retail,Anuradhapura,5935
Sales Executive,Senior,Retail,Kurunegala,4782
Marketing Manager,Mid,Retail,Matara,3702
Civil Engineer,Mid,IT,Ratnapura,11602
Pharmacist,Senior,Manufacturing,Batticaloa,7720
Sales Executive,Senior,Healthcare,Matara,17651
Pharmacist,Senior,Agriculture,Trincomalee,4226
Marketing Manager,Mid,Government,Batticaloa,5509
Civil Engineer,Mid,Agriculture,Galle,3180
Sales Executive,Senior,Finance,Ratnapura,13806
Data Scientist,Entry,Government,Batticaloa,4602
HR Specialist,Mid,Government,Negombo,4135
Sales Executive,Senior,Manufacturing,Batticaloa,7567
Software Engineer,Entry,Retail,Kandy,3819
Sales Executive,Mid,Agriculture,Anuradhapura,2745
Sales Executive,Senior,IT,Kandy,16228
Accountant,Mid,Retail,Trincomalee,2655
HR Specialist,Senior,Agriculture,Negombo,3936
Software Engineer,Mid,Tourism,Batticaloa,5507
Data Scientist,Mid,Retail,Trincomalee,5347
Software Engineer,Senior,Manufacturing,Kurunegala,7410
Software Engineer,Senior,Education,Negombo,9172
Customer Support,Mid,Government,Colombo,3224
Software Engineer,Entry,Healthcare,Polonnaruwa,9409
Software Engineer,Senior,Finance,Ratnapura,26220
Teacher,Senior,Healthcare,Galle,10839
Accountant,Mid,Healthcare,Batticaloa,10357
Data Scientist,Entry,Education,Anuradhapura,5347
Data Scientist,Senior,Retail,Matara,5624
Pharmacist,Entry,Manufacturing,Kandy,3732
HR Specialist,Entry,Government,Negombo,2938
Civil Engineer,Senior,Tourism,Anuradhapura,5600
Data Scientist,Entry,Logistics,Kurunegala,3692
Civil Engineer,Mid,Manufacturing,Galle,4147
Teacher,Senior,Healthcare,Batticaloa,12426
Pharmacist,Mid,Government,Matara,4771
Software Engineer,Entry,IT,Matara,11804
Marketing Manager,Senior,Healthcare,Colombo,14928
Project Manager,Entry,Telecoms,Ratnapura,5958
Project Manager,Senior,Retail,Polonnaruwa,5217
Marketing Manager,Entry,Finance,Jaffna,7590
Civil Engineer,Mid,Retail,Trincomalee,4195
Sales Executive,Entry,Logistics,Trincomalee,2549
Project Manager,Senior,Telecoms,Jaffna,14482
Pharmacist,Entry,Manufacturing,Anuradhapura,3127
Project Manager,Senior,Construction,Jaffna,6095
Data Scientist,Entry,Manufacturing,Trincomalee,4452
Data Scientist,Senior,Finance,Matara,25012
HR Specialist,Senior,Healthcare,Galle,15289
HR Specialist,Senior,Education,Polonnaruwa,7421
Pharmacist,Mid,Government,Trincomalee,5145
Sales Executive,Senior,Telecoms,Ratnapura,15837
Project Manager,Mid,Agriculture,Kandy,2658
Software Engineer,Senior,Retail,Jaffna,6184
Customer Support,Mid,Education,Kandy,3375
Project Manager,Mid,Construction,Colombo,4689
Data Scientist,Entry,Tourism,Jaffna,4447
Pharmacist,Senior,IT,Kandy,16668
HR Specialist,Senior,Healthcare,Kurunegala,15067
Sales Executive,Entry,Tourism,Kurunegala,2948
Data Scientist,Mid,Finance,Colombo,14513
Software Engineer,Entry,Tourism,Matara,4657
Civil Engineer,Mid,Government,Kurunegala,4759
Accountant,Senior,Government,Negombo,8424
Teacher,Entry,Construction,Negombo,2500
Pharmacist,Entry,Education,Polonnaruwa,4174
Customer Support,Mid,Finance,Galle,5777
Software Engineer,Mid,Agriculture,Ratnapura,3787
Accountant,Senior,Healthcare,Trincomalee,13815
HR Specialist,Entry,Logistics,Anuradhapura,2825
Data Scientist,Entry,Telecoms,Anuradhapura,8450
Accountant,Mid,IT,Polonnaruwa,9809
HR Specialist,Senior,IT,Matara,22716
Data Scientist,Entry,Tourism,Trincomalee,4249
Data Scientist,Senior,Government,Trincomalee,10451
Software Engineer,Senior,Telecoms,Batticaloa,21139
Customer Support,Mid,IT,Jaffna,5902
Data Scientist,Senior,Education,Matara,9856
Software Engineer,Entry,Government,Anuradhapura,4681
Data Scientist,Mid,Government,Negombo,6866
Civil Engineer,Senior,Manufacturing,Galle,7701
HR Specialist,Senior,Education,Kurunegala,9168
Data Scientist,Entry,Logistics,Jaffna,5046
Data Scientist,Mid,IT,Colombo,16718
Sales Executive,Senior,Agriculture,Kurunegala,4439
HR Specialist,Senior,Agriculture,Kandy,3128
Accountant,Mid,Manufacturing,Trincomalee,3950
Project Manager,Senior,Retail,Colombo,5376
Pharmacist,Senior,Healthcare,Galle,14353
Project Manager,Entry,Manufacturing,Jaffna,3649
Teacher,Mid,Education,Galle,4174
Teacher,Mid,Tourism,Colombo,3357
Project Manager,Senior,Retail,Batticaloa,5530
Nurse,Mid,Telecoms,Polonnaruwa,5983
Software Engineer,Mid,IT,Galle,17974
Accountant,Entry,IT,Ratnapura,7687
HR Specialist,Mid,Education,Polonnaruwa,5148
Software Engineer,Entry,Manufacturing,Kandy,4531
Accountant,Senior,Agriculture,Anuradhapura,4711
Teacher,Senior,Manufacturing,Matara,5200
Software Engineer,Mid,Government,Batticaloa,5606
Data Scientist,Senior,Education,Jaffna,13612
Project Manager,Senior,Healthcare,Kurunegala,12646
Customer Support,Senior,Healthcare,Jaffna,8000
Software Engineer,Senior,Education,Colombo,12978
HR Specialist,Senior,IT,Kandy,20315
Customer Support,Senior,Healthcare,Kandy,8503
Pharmacist,Mid,Healthcare,Jaffna,10181
Data Scientist,Entry,Tourism,Anuradhapura,3861
Project Manager,Entry,Retail,Negombo,2574
Pharmacist,Mid,Tourism,Kandy,4212
Marketing Manager,Entry,Education,Anuradhapura,4139
Civil Engineer,Senior,Government,Jaffna,6139
Accountant,Mid,Finance,Kurunegala,8379
Software Engineer,Entry,Government,Jaffna,4901
HR Specialist,Senior,Retail,Kandy,6512
Data Scientist,Entry,Telecoms,Ratnapura,10222
Sales Executive,Entry,Finance,Jaffna,6747
Teacher,Entry,Telecoms,Kandy,5514
Sales Executive,Entry,IT,Galle,8135
Civil Engineer,Entry,Telecoms,Matara,6441
Customer Support,Entry,Education,Galle,2530
Sales Executive,Entry,Logistics,Matara,2964
Sales Executive,Mid,Logistics,Ratnapura,3609
Marketing Manager,Senior,Education,Matara,7982
Project Manager,Mid,Construction,Kandy,4630
HR Specialist,Mid,Manufacturing,Kurunegala,5070
Sales Executive,Entry,Telecoms,Kurunegala,6521
Pharmacist,Entry,Telecoms,Negombo,6984
Accountant,Mid,Logistics,Anuradhapura,3817
Teacher,Entry,IT,Kurunegala,6509
Marketing Manager,Senior,Logistics,Polonnaruwa,7435
Accountant,Mid,Finance,Matara,8876
Civil Engineer,Entry,Government,Anuradhapura,3693
Sales Executive,Senior,Agriculture,Kurunegala,3974
HR Specialist,Senior,Healthcare,Kandy,13554
Sales Executive,Mid,Retail,Negombo,3330
Project Manager,Senior,Healthcare,Kurunegala,13952
Marketing Manager,Senior,Government,Kandy,6519
HR Specialist,Senior,Telecoms,Polonnaruwa,14493
Customer Support,Senior,Construction,Jaffna,4210
Teacher,Entry,Finance,Kurunegala,4982
Pharmacist,Mid,Government,Galle,4240
Project Manager,Senior,Logistics,Kandy,7916
Nurse,Senior,Retail,Trincomalee,4065
Data Scientist,Mid,Manufacturing,Kandy,6072
Project Manager,Entry,Government,Kurunegala,3995
Pharmacist,Mid,IT,Matara,9876
Software Engineer,Entry,Tourism,Polonnaruwa,3738
Teacher,Entry,Finance,Colombo,5071
Nurse,Mid,Government,Trincomalee,3657
Data Scientist,Senior,IT,Polonnaruwa,23010
Project Manager,Entry,Manufacturing,Kurunegala,2624
Civil Engineer,Mid,Tourism,Jaffna,4281
Accountant,Mid,Agriculture,Ratnapura,2500
Data Scientist,Mid,Government,Matara,6078
Civil Engineer,Senior,Agriculture,Anuradhapura,4464
Teacher,Mid,Telecoms,Matara,6389
Teacher,Senior,Healthcare,Matara,12407
Data Scientist,Mid,Finance,Matara,15788
HR Specialist,Senior,IT,Anuradhapura,18191
Pharmacist,Senior,Logistics,Kandy,6006
Nurse,Senior,Logistics,Colombo,5113
Sales Executive,Mid,Retail,Batticaloa,3614
Civil Engineer,Senior,Telecoms,Colombo,14409
Marketing Manager,Mid,Manufacturing,Galle,4622
Teacher,Senior,Government,Trincomalee,8253
Data Scientist,Entry,Education,Ratnapura,6113
Civil Engineer,Senior,Government,Jaffna,6404
Nurse,Mid,Construction,Batticaloa,3487
Accountant,Mid,Construction,Negombo,4374
HR Specialist,Mid,IT,Kandy,12545
Teacher,Senior,Logistics,Ratnapura,6142
Teacher,Senior,IT,Jaffna,15413
Project Manager,Senior,Construction,Polonnaruwa,7073
Project Manager,Entry,Healthcare,Matara,6166
Civil Engineer,Senior,Retail,Anuradhapura,5625
Pharmacist,Mid,Logistics,Ratnapura,4339
Accountant,Mid,Logistics,Polonnaruwa,3542
Civil Engineer,Entry,Telecoms,Polonnaruwa,4803
Data Scientist,Entry,Telecoms,Ratnapura,8549
Teacher,Senior,Retail,Batticaloa,4785
Accountant,Senior,Manufacturing,Galle,6655
Software Engineer,Senior,Construction,Ratnapura,8511
Customer Support,Mid,Telecoms,Negombo,6912
Marketing Manager,Entry,Tourism,Negombo,2500
Accountant,Entry,Construction,Trincomalee,3108
Software Engineer,Entry,Retail,Jaffna,3178
Sales Executive,Mid,Manufacturing,Galle,4209
HR Specialist,Mid,Government,Colombo,5695
Teacher,Entry,Government,Kandy,3502
Project Manager,Entry,Manufacturing,Colombo,2976
Teacher,Mid,Logistics,Anuradhapura,3240
Teacher,Senior,Telecoms,Ratnapura,11812
Civil Engineer,Senior,Logistics,Galle,6419
Marketing Manager,Senior,Telecoms,Kandy,15639
Data Scientist,Entry,Retail,Kurunegala,3343
Customer Support,Senior,Retail,Matara,4298
Civil Engineer,Entry,IT,Kandy,9010
Project Manager,Entry,Telecoms,Polonnaruwa,6098
Project Manager,Senior,Manufacturing,Ratnapura,6498
Pharmacist,Mid,Construction,Colombo,5573
Data Scientist,Mid,Telecoms,Kandy,11246
Sales Executive,Mid,Telecoms,Ratnapura,9866
Pharmacist,Entry,Telecoms,Jaffna,6395
Pharmacist,Senior,Construction,Colombo,7272
Teacher,Entry,Manufacturing,Trincomalee,2500
Marketing Manager,Mid,Logistics,Anuradhapura,4274
Accountant,Mid,Manufacturing,Negombo,3746
Project Manager,Entry,Manufacturing,Anuradhapura,2847
HR Specialist,Mid,Manufacturing,Anuradhapura,3819
Data Scientist,Entry,Healthcare,Colombo,8925
Pharmacist,Senior,Healthcare,Matara,11586
Nurse,Senior,Construction,Polonnaruwa,4326
Customer Support,Mid,IT,Kurunegala,7395
Project Manager,Mid,Finance,Galle,9445
Software Engineer,Entry,Retail,Polonnaruwa,3783
Civil Engineer,Entry,Education,Jaffna,2856
Pharmacist,Mid,Healthcare,Jaffna,8770
Pharmacist,Mid,Tourism,Batticaloa,4279
Data Scientist,Entry,Education,Ratnapura,5464
Software Engineer,Entry,Finance,Ratnapura,10097
Teacher,Senior,Agriculture,Ratnapura,3697
Marketing Manager,Senior,Education,Batticaloa,5904
Customer Support,Entry,Education,Polonnaruwa,2500
Software Engineer,Entry,Telecoms,Kurunegala,7232
Project Manager,Senior,Manufacturing,Galle,7034
Nurse,Mid,Telecoms,Matara,6051
Customer Support,Mid,Tourism,Negombo,2576
Marketing Manager,Entry,Construction,Kandy,3696
Customer Support,Senior,Healthcare,Colombo,8767
Data Scientist,Senior,Retail,Matara,9155
HR Specialist,Entry,Healthcare,Jaffna,5529
Software Engineer,Entry,Telecoms,Jaffna,9223
Data Scientist,Entry,Retail,Polonnaruwa,3547
HR Specialist,Senior,Telecoms,Matara,13029
Accountant,Entry,Finance,Anuradhapura,6253
Data Scientist,Senior,Government,Ratnapura,10974
Customer Support,Mid,Construction,Ratnapura,2777
Teacher,Mid,Tourism,Negombo,3253
Civil Engineer,Mid,Finance,Colombo,8665
Marketing Manager,Mid,Construction,Trincomalee,3846
Marketing Manager,Entry,Manufacturing,Negombo,3131
HR Specialist,Mid,Tourism,Batticaloa,4094
Software Engineer,Senior,Healthcare,Anuradhapura,20188
Nurse,Senior,Education,Jaffna,5748
Software Engineer,Senior,Logistics,Galle,9034
Civil Engineer,Entry,Telecoms,Colombo,6576
Teacher,Senior,Tourism,Kandy,5021
Civil Engineer,Senior,IT,Kurunegala,14484
Sales Executive,Mid,Agriculture,Anuradhapura,2672
Civil Engineer,Senior,Telecoms,Negombo,12273
Software Engineer,Mid,Healthcare,Jaffna,9632
Customer Support,Senior,Logistics,Kandy,3092
Nurse,Senior,Government,Negombo,5947
Civil Engineer,Mid,Education,Anuradhapura,5136
Project Manager,Mid,Manufacturing,Kurunegala,5700
Customer Support,Entry,Telecoms,Anuradhapura,3976
Accountant,Entry,Logistics,Polonnaruwa,2533
Civil Engineer,Senior,Telecoms,Ratnapura,16154
HR Specialist,Senior,Tourism,Colombo,7738
Pharmacist,Mid,Retail,Kurunegala,3170
Software Engineer,Entry,Logistics,Negombo,4039
Civil Engineer,Mid,Telecoms,Kurunegala,9002
Software Engineer,Mid,Agriculture,Anuradhapura,4178
Nurse,Senior,Logistics,Anuradhapura,4949
Software Engineer,Senior,Telecoms,Trincomalee,19950
Pharmacist,Mid,Agriculture,Kandy,2500
Project Manager,Senior,Manufacturing,Colombo,7462
Customer Support,Senior,Agriculture,Negombo,2658
Pharmacist,Mid,Retail,Negombo,3064
Teacher,Entry,IT,Ratnapura,6375
Pharmacist,Entry,Healthcare,Ratnapura,6434
Accountant,Mid,Logistics,Kandy,3151
Nurse,Mid,Telecoms,Polonnaruwa,7714
Data Scientist,Senior,Telecoms,Anuradhapura,24604
Nurse,Senior,Education,Colombo,5474
Data Scientist,Entry,Tourism,Kandy,3038
Sales Executive,Senior,Education,Matara,8259
Pharmacist,Senior,Logistics,Matara,5994
Customer Support,Senior,Construction,Matara,4387
Data Scientist,Mid,IT,Negombo,17865
Project Manager,Mid,Government,Jaffna,4741
